player_name,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,needs_manual_review,notes
KP Appanna,d92e42f5,cricketdata::player_meta,269170,Right hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
KP Pietersen,39f01cdb,cricketdata::player_meta,19296,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
KR Mayers,73c18486,cricketdata::player_meta,348056,Left hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,false,cricsheet_id
KR Sen,2e78f685,cricketdata::player_meta,1163695,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
KS Bharat,44a89551,cricketdata::player_meta,529436,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
KS Rathore,e3851766,cricketdata::player_meta,1339031,Left hand Bat,,,,false,cricsheet_id
KS Sharma,39ed0d2f,cricketdata::player_meta,1246518,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
KS Williamson,d027ba9f,cricketdata::player_meta,277906,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
KT Maphaka,107c26fb,cricketdata::player_meta,1294342,Left-hand bat,Left-arm fast,,,false,cricsheet_id
Kuldeep Yadav,8d2c70ad,cricketdata::player_meta,559235,Left hand Bat,Left arm Wrist spin,Bowler,Bowler,false,cricsheet_id
Kumar Kushagra,57ca01b3,cricketdata::player_meta,1207295,Right hand Bat,,,,false,cricsheet_id
KV Sharma,119678fd,cricketdata::player_meta,30288,Left hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
KW Richardson,dfc4d8b5,cricketdata::player_meta,272262,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
L Ablish,8b9704ae,cricketdata::player_meta,26236,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
L Balaji,b2b50355,cricketdata::player_meta,26829,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
L Ngidi,f834dcfc,cricketdata::player_meta,542023,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
L Ronchi,0fa5042b,cricketdata::player_meta,7502,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
L Wood,65b6943c,cricketdata::player_meta,573170,Left hand Bat,Left arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
LA Carseldine,d872f52a,cricketdata::player_meta,4541,Left hand Bat,Left arm Medium,Allrounder,Allrounder,false,cricsheet_id
LA Pomersbach,b63ab531,cricketdata::player_meta,232284,Left hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
Lalit Yadav,ad427b5c,cricketdata::player_meta,930189,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
LB Williams,a1d95bd8,cricketdata::player_meta,379887,Left hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
LE Plunkett,9a963804,cricketdata::player_meta,19264,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
LG Pretorius,60aa2db3,cricketdata::player_meta,1385640,Left-hand bat,,,,false,cricsheet_id
LH Ferguson,2f9d0389,cricketdata::player_meta,493773,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
LI Meriwala,d3611425,cricketdata::player_meta,573930,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
Liton Das,0404d43c,cricketdata::player_meta,536936,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
LJ Wright,cca50cd6,cricketdata::player_meta,23460,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
LMP Simmons,89f64c19,cricketdata::player_meta,53116,Right hand Bat,Right arm Medium fast,Top order Batter,Top order Batter,false,cricsheet_id
LPC Silva,1be70c88,cricketdata::player_meta,50431,Right hand Bat,Legbreak,Batter,Batter,false,cricsheet_id
LR Shukla,b1451597,cricketdata::player_meta,34019,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
LRPL Taylor,b61a3e1a,cricketdata::player_meta,38699,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
LS Livingstone,50c6bc2b,cricketdata::player_meta,403902,Right hand Bat,Legbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
M Ashwin,e2db2409,cricketdata::player_meta,528067,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
M de Lange,d4eef961,cricketdata::player_meta,393279,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
M Erasmus,15d3c895,cricketdata::player_meta,44971,Right hand Bat,Right arm Fast medium,,,false,cricsheet_id
M Jansen,81c36ee9,cricketdata::player_meta,696401,Right hand Bat,Left arm Fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
M Kaif,d84378a4,cricketdata::player_meta,29990,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
M Kartik,abfeb126,cricketdata::player_meta,30049,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
M Klinger,b970a03f,cricketdata::player_meta,6161,Right hand Bat,,Batter,Batter,false,cricsheet_id
M Krishnadas,e298c588,cricketdata::player_meta,918287,,,,,false,cricsheet_id
M Kuppuraj,aa4063d0,cricketdata::player_meta,723589,,,,,false,cricsheet_id
M Manhas,c42aaf71,cricketdata::player_meta,31001,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
M Markande,a9fd84fb,cricketdata::player_meta,1081442,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
M Morkel,5bb5a915,cricketdata::player_meta,46538,Left hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
M Muralitharan,4ba44e19,cricketdata::player_meta,49636,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
M Nayyar,b7bccddb,cricketdata::player_meta,31909,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
M Ntini,20a941bb,cricketdata::player_meta,46592,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
M Pathirana,64839cb3,cricketdata::player_meta,1194795,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
M Prasidh Krishna,85e0cf10,cricketdata::player_meta,917159,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
M Rawat,de8d3876,cricketdata::player_meta,33440,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
M Shahrukh Khan,7dcb9bc9,cricketdata::player_meta,719719,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
M Siddharth,cf0ccafa,cricketdata::player_meta,1151286,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
M Theekshana,f24c6701,cricketdata::player_meta,1138316,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
M Tiwari,fb5f69e4,ipl.com,,Right Handed Bat,Right-arm medium-fast,Bowling Allrounder,Bowling Allrounder,false,https://www.ipl.com/cricket/series/madhav-tiwari/
M Vijay,4b57e452,cricketdata::player_meta,237095,Right hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,false,cricsheet_id
M Vohra,c03e2850,cricketdata::player_meta,532856,Right hand Bat,Right arm Medium,Opening Batter,Opening Batter,false,cricsheet_id
MA Agarwal,00ea847a,cricketdata::player_meta,398438,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
MA Gough,76752ac8,cricketdata::player_meta,13413,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
MA Khote,0d232ffd,cricketdata::player_meta,30220,Right hand Bat,Right arm Medium,,,false,cricsheet_id
MA Starc,3fb19989,cricketdata::player_meta,311592,Left hand Bat,Left arm Fast,Bowler,Bowler,false,cricsheet_id
MA Wood,8d92a2c3,cricketdata::player_meta,351588,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Mandeep Singh,c3a96caf,cricketdata::player_meta,398506,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
Mashrafe Mortaza,e186f49c,cricketdata::player_meta,56007,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
Mayank Dagar,a457cfb5,cricketdata::player_meta,942367,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
MB Parmar,86ae8ef2,cricketdata::player_meta,240734,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
MC Henriques,32198ae0,cricketdata::player_meta,5961,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
MC Juneja,605b7efa,cricketdata::player_meta,390480,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
MD Choudhary,1c84109e,ipl.com,,Right Handed Bat,,WK-Batsman,WK-Batsman,true,https://www.ipl.com/cricket/series/mukul-choudhary/ ; bowling style missing on checked public sources
MD Mishra,6afb26d6,cricketdata::player_meta,31028,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
MD Shanaka,3ff033bb,cricketdata::player_meta,437316,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
MDKJ Perera,f21043a5,cricketdata::player_meta,300631,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
MEK Hussey,48fd7349,cricketdata::player_meta,5939,Left hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,false,cricsheet_id
MF Maharoof,ab89348d,cricketdata::player_meta,49638,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
MG Bracewell,e38bce7a,cricketdata::player_meta,326968,Left hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
MG Johnson,f5180fe6,cricketdata::player_meta,6033,Left hand Bat,Left arm Fast,Bowler,Bowler,false,cricsheet_id
MG Neser,0164b064,cricketdata::player_meta,376169,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
Milind Kumar,b4296080,cricketdata::player_meta,451947,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
Misbah-ul-Haq,7eae4418,cricketdata::player_meta,41378,Right hand Bat,Legbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
MJ Clarke,f842c2cf,cricketdata::player_meta,4578,Right hand Bat,Slow Left arm Orthodox,Middle order Batter,Middle order Batter,false,cricsheet_id
MJ Guptill,2be41edb,cricketdata::player_meta,226492,Right hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,false,cricsheet_id
MJ Henry,e84ac20c,cricketdata::player_meta,506612,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
MJ Lumb,11df3dc8,cricketdata::player_meta,16406,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
MJ McClenaghan,51a3c5ef,cricketdata::player_meta,319439,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
MJ Owen,f2c936d7,cricketdata::player_meta,1213979,Right hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,false,cricsheet_id
MJ Santner,e4a0deae,cricketdata::player_meta,502714,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
MJ Suthar,025c4400,cricketdata::player_meta,1175426,Left hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
MK Lomror,da934ee8,cricketdata::player_meta,853265,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
MK Pandey,93b4fc78,cricketdata::player_meta,290630,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
MK Tiwary,26e5cabf,cricketdata::player_meta,35565,Right hand Bat,Legbreak Googly,Batter,Batter,false,cricsheet_id
ML Hayden,d8699ab7,cricketdata::player_meta,5616,Left hand Bat,Right arm Medium,Opening Batter,Opening Batter,false,cricsheet_id
MM Ali,bb351c23,cricketdata::player_meta,8917,Left hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
MM Patel,f0f628c7,cricketdata::player_meta,32965,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
MM Sharma,759ac88f,cricketdata::player_meta,537119,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
MN Samuels,f846de6a,cricketdata::player_meta,52983,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
MN van Wyk,710dd98c,cricketdata::player_meta,47711,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
Mohamad Rafi,0479de6b,cricketdata::player_meta,961285,,,,,false,cricsheet_id
Mohammad Ashraful,2bb09eb2,cricketdata::player_meta,55988,Right hand Bat,"Right arm Offbreak, Legbreak",Middle order Batter,Middle order Batter,false,cricsheet_id
Mohammad Asif,e03b66ec,cricketdata::player_meta,41411,Left hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
Mohammad Hafeez,9ab63e7b,cricketdata::player_meta,41434,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
Mohammad Nabi,62af8546,cricketdata::player_meta,25913,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
Mohammed Shami,8cf9814c,cricketdata::player_meta,481896,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Mohammed Siraj,2f49c897,cricketdata::player_meta,940973,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Mohit Rathee,9a5f2863,cricketdata::player_meta,1349361,Right hand Bat,Legbreak,Allrounder,Allrounder,false,cricsheet_id
Mohsin Khan,c33d8116,cricketdata::player_meta,1132005,Left hand Bat,Left arm Medium fast,Bowler,Bowler,false,cricsheet_id
Monu Kumar,fb24e76c,cricketdata::player_meta,694209,Right hand Bat,Right arm Medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
MP Breetzke,35f173a0,cricketdata::player_meta,595267,Right hand Bat,,Batter,Batter,false,cricsheet_id
MP Stoinis,d9273ee7,cricketdata::player_meta,325012,Right hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,false,cricsheet_id
MP Yadav,b1ad996b,cricketdata::player_meta,1292563,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
MR Benson,790e14d3,cricketdata::player_meta,9074,Left hand Bat,Right arm Offbreak,,,false,cricsheet_id
MR Marsh,3d8feaf8,cricketdata::player_meta,272450,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
MR Singh,5d58ac60,cricketdata::player_meta,34051,,,,,false,cricsheet_id
MS Bhandage,e96801ea,cricketdata::player_meta,1057399,Left hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
MS Bisla,5afd4539,cricketdata::player_meta,27280,Right hand Bat,,Wicketkeeper,Wicketkeeper,false,cricsheet_id
MS Dhoni,4a8a2e3b,cricketdata::player_meta,28081,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
MS Gony,ae78bc32,cricketdata::player_meta,317293,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
MS Mahal,50a7e89b,cricketdata::player_meta,30886,Right hand Bat,Legbreak,,,false,cricsheet_id
MS Wade,afa7e784,cricketdata::player_meta,230193,Left hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
MSS Ranawat,8048c698,cricketdata::player_meta,33614,,,,,false,cricsheet_id
Mujeeb Ur Rahman,7d92277a,cricketdata::player_meta,974109,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
Mukesh Choudhary,765a4731,cricketdata::player_meta,1125688,Left hand Bat,Left arm Medium,Bowler,Bowler,false,cricsheet_id
Mukesh Kumar,2cffab74,cricketdata::player_meta,926851,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
Musheer Khan,d621b427,ipl.com,,Right Handed Bat,Left-arm orthodox spinner,Batting Allrounder,Batting Allrounder,false,https://www.ipl.com/cricket/series/musheer-khan/
Mustafizur Rahman,0a8fce53,cricketdata::player_meta,330902,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
MV Boucher,f3cb53a1,cricketdata::player_meta,44111,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
MV Saidharshan Kumar,54b6007b,cricketdata::player_meta,777551,,,,,false,cricsheet_id
MW Brown,d83d7796,cricketdata::player_meta,44397,,,,,false,cricsheet_id
MW Short,a90e53ec,cricketdata::player_meta,605575,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
N Burger,465aa633,cricketdata::player_meta,971349,Left hand Bat,Left arm Medium fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
N Jagadeesan,bd54eef5,cricketdata::player_meta,1048813,Right hand Bat,,Opening Batter,Opening Batter,false,cricsheet_id
N Pandit,4947c258,cricketdata::player_meta,391525,,,,,false,cricsheet_id
N Pooran,3241e3fd,cricketdata::player_meta,604302,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
N Rana,fb2d1dda,cricketdata::player_meta,604527,Left hand Bat,"Right arm Medium, Right arm Offbreak",Middle order Batter,Middle order Batter,false,cricsheet_id
N Saini,addbde6c,cricketdata::player_meta,274785,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
N Thushara,ee1b6c27,cricketdata::player_meta,955235,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
N Wadhera,d1a60072,cricketdata::player_meta,1151273,Left hand Bat,Legbreak,Top order Batter,Top order Batter,false,cricsheet_id
NA Patwardhan,e6ef687d,cricketdata::player_meta,32213,Right hand Bat,,,,false,cricsheet_id
NA Saini,21d4e29b,cricketdata::player_meta,700167,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Naman Dhir,fffa744b,cricketdata::player_meta,1287032,Right-hand bat,Right-arm offbreak,,,false,cricsheet_id
Navdeep Saini,21d4e29b,cricketdata::player_meta,700167,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Navdeep Singh,a3e3d8a4,cricketdata::player_meta,31805,Right hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
Naveen-ul-Haq,c0c411cb,cricketdata::player_meta,793447,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
NB Singh,b822e99c,cricketdata::player_meta,853259,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
ND Doshi,6ec424a9,cricketdata::player_meta,12440,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
Niraj Patel,a2870fb7,cricketdata::player_meta,32240,Left hand Bat,,Allrounder,Allrounder,false,cricsheet_id
Nithish Kumar Reddy,aad0c365,cricketdata::player_meta,1175496,Right hand Bat,Right arm Medium fast,Batting Allrounder,Batting Allrounder,false,cricsheet_id
Nitin Menon,e1d41d9e,cricketdata::player_meta,30988,Right hand Bat,,,,false,cricsheet_id
NJ Llong,573fb985,cricketdata::player_meta,16314,Left hand Bat,Right arm Offbreak,,,false,cricsheet_id
NJ Maddinson,44afbf2d,cricketdata::player_meta,333780,Left hand Bat,Slow Left arm Orthodox,Opening Batter,Opening Batter,false,cricsheet_id
NJ Rimmington,6042bf26,cricketdata::player_meta,7443,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
NL McCullum,5673a3fc,cricketdata::player_meta,37749,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
NLTC Perera,0f12f9df,cricketdata::player_meta,233514,Left hand Bat,Right arm Medium fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
NM Coulter-Nile,56ab442f,cricketdata::player_meta,261354,Right hand Bat,Right arm Fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
Noor Ahmad,efc04be7,cricketdata::player_meta,1182529,Right hand Bat,Left arm Wrist spin,Bowler,Bowler,false,cricsheet_id
NS Naik,aedc3b7c,cricketdata::player_meta,554700,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
NT Ellis,9eb1455b,cricketdata::player_meta,826915,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
NV Ojha,890946a0,cricketdata::player_meta,32102,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
O Thomas,c6097d68,cricketdata::player_meta,914567,Left hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
OA Shah,7bf96684,cricketdata::player_meta,20123,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
OC McCoy,529eb9e0,cricketdata::player_meta,906783,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
OF Smith,23cca426,cricketdata::player_meta,820691,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
P Amarnath,6ad3a659,cricketdata::player_meta,290629,Right hand Bat,Right arm Medium,,,false,cricsheet_id
P Awana,1a0c3177,cricketdata::player_meta,323131,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
P Chopra,8ac93ca2,cricketdata::player_meta,500135,Right hand Bat,Legbreak Googly,Opening Batter,Opening Batter,false,cricsheet_id
P Dharmani,eaa90ab4,cricketdata::player_meta,28067,Right hand Bat,,,,false,cricsheet_id
P Dogra,2728e7e9,cricketdata::player_meta,28160,Right hand Bat,Legbreak,Batter,Batter,false,cricsheet_id
P Dubey,ed5a5510,cricketdata::player_meta,777515,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
P Joshi,ffc0e370,cricketdata::player_meta,961273,,,,,false,cricsheet_id
P Kumar,e938e1bc,cricketdata::player_meta,30732,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
P Negi,f62772e5,cricketdata::player_meta,530773,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
P Nissanka,8ee36b18,cricketdata::player_meta,1028655,Right hand Bat,,Top order Batter,Top order Batter,false,cricsheet_id
P Parameswaran,0c432afb,cricketdata::player_meta,279562,Right hand Bat,Left arm Medium,,,false,cricsheet_id
P Prasanth,ddb00822,cricketdata::player_meta,32211,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
P Ray Barman,441c72ae,cricketdata::player_meta,1159712,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
P Sahu,9a0146b3,cricketdata::player_meta,34155,Right hand Bat,Legbreak Googly,Allrounder,Allrounder,false,cricsheet_id
P Simran Singh,9418198b,cricketdata::player_meta,1161024,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
P Suyal,cedc1d9a,cricketdata::player_meta,431213,Right hand Bat,Left arm Medium,Bowler,Bowler,false,cricsheet_id
PA Patel,b5da6c24,cricketdata::player_meta,32242,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
PA Reddy,2461eef2,cricketdata::player_meta,376109,Right hand Bat,Legbreak,Opening Batter,Opening Batter,false,cricsheet_id
Pankaj Singh,e32d22f6,cricketdata::player_meta,32973,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
Parvez Rasool,9170ff49,cricketdata::player_meta,378496,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
PBB Rajapaksa,6c882e9a,cricketdata::player_meta,342619,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
PC Valthaty,25eeb281,cricketdata::player_meta,35630,Right hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
PD Collingwood,a386e91b,cricketdata::player_meta,10772,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
PD Salt,3d284ca3,cricketdata::player_meta,669365,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
PG Pathak,9f772ec5,cricketdata::player_meta,390895,,,,,false,cricsheet_id
PH Solanki,c695b423,cricketdata::player_meta,1252337,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
PHKD Mendis,08548b13,cricketdata::player_meta,784373,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",Allrounder,Allrounder,false,cricsheet_id
PJ Cummins,ded9240e,cricketdata::player_meta,489889,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
PJ Sangwan,9fc0ef64,cricketdata::player_meta,279545,Right hand Bat,Left arm Medium,Bowler,Bowler,false,cricsheet_id
PK Garg,bb965e9a,cricketdata::player_meta,1070180,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
PK Khakhar,b7cad41f,cricketdata::player_meta,30072,Right hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
PM Joshi,0dcc9a8c,cricketdata::player_meta,1162437,,,,,false,cricsheet_id
PM Sarvesh Kumar,4b4d1957,cricketdata::player_meta,327127,Right hand Bat,Right arm Medium,,,false,cricsheet_id
PN Mankad,663b5e34,cricketdata::player_meta,956871,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
PP Chawla,98ae73b1,cricketdata::player_meta,32966,Left hand Bat,Legbreak,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
PP Hinge,ece7b6b3,ipl.com,,Right Handed Bat,Right-arm medium-fast,Bowler,Bowler,false,https://www.ipl.com/cricket/series/praful-hinge/
PP Ojha,6c6591ab,cricketdata::player_meta,32130,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
PP Shaw,8b3e9c7c,cricketdata::player_meta,1070168,Right hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,false,cricsheet_id
PR Reiffel,c9354f29,cricketdata::player_meta,7326,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
PR Shah,0aadc906,cricketdata::player_meta,34282,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
PR Veer,e148e6bd,cricketdata::player_meta,1403197,Right-hand bat,Slow left-arm orthodox,,,false,cricsheet_id
Prakash Bhatt,f848ab0b,cricketdata::player_meta,26923,Right hand Bat,,,,false,cricsheet_id
Premdip Chatterjee,489fb760,cricketdata::player_meta,560278,,,,,false,cricsheet_id
Prince Yadav,80b2fb19,cricketdata::player_meta,1350768,Right-hand bat,Right-arm fast,,,false,cricsheet_id
Priyansh Arya,b5797845,cricketdata::player_meta,1175456,Left hand Bat,Right arm Offbreak,,,false,cricsheet_id
PSP Handscomb,ada15e88,cricketdata::player_meta,334337,Right hand Bat,,Batter,Batter,false,cricsheet_id
PV Tambe,6aed7e79,cricketdata::player_meta,587152,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
PVD Chameera,327b58d3,cricketdata::player_meta,552152,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
PVSN Raju,c27b5a0e,ipl.com,,Right Handed Bat,Right-arm fast-medium,Bowler,Bowler,false,https://www.ipl.com/cricket/series/satyanarayana-raju/
PWA Mulder,c96f6ac5,cricketdata::player_meta,698189,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
PWH de Silva,a97c8ec2,cricketdata::player_meta,784379,Right hand Bat,Legbreak,Allrounder,Allrounder,false,cricsheet_id
