player_name,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,needs_manual_review,notes
T Henderson,0a4ebc61,cricketdata::player_meta,45434,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
T Kohler-Cadmore,f836b33d,cricketdata::player_meta,470633,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
T Kohli,40caa465,cricketdata::player_meta,331855,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
T Mishra,c9cac448,cricketdata::player_meta,24790,Right hand Bat,Right arm Fast medium,Middle order Batter,Middle order Batter,false,cricsheet_id
T Natarajan,ce794613,cricketdata::player_meta,802575,Left hand Bat,Left arm Medium,Bowler,Bowler,false,cricsheet_id
T Shamsi,a03bba42,cricketdata::player_meta,379145,Right hand Bat,Left arm Wrist spin,Bowler,Bowler,false,cricsheet_id
T Stubbs,85b3fab2,cricketdata::player_meta,595978,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
T Taibu,75de770f,cricketdata::player_meta,55805,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
T Thushara,b2ae53f5,cricketdata::player_meta,49677,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
T Vijay,51ec3919,cricketdata::player_meta,1292527,Right-hand bat,Right-arm offbreak,,,false,cricsheet_id
TA Boult,a818c1be,cricketdata::player_meta,277912,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
Talat Ali,1df4131e,cricketdata::player_meta,43273,Right hand Bat,Right arm Medium,,,false,cricsheet_id
Tanay Thyagarajan,f1809c03,cricketdata::player_meta,1080008,Left hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
Tanush Kotian,5724e517,cricketdata::player_meta,1125960,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
Tapan Sharma,b9aa2b6e,cricketdata::player_meta,390973,Right hand Bat,Right arm Medium,,,false,cricsheet_id
TD Paine,5748e866,cricketdata::player_meta,7252,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
Tejas Baroka,c28e9f12,cricketdata::player_meta,1082859,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
TG Southee,13c35c9e,cricketdata::player_meta,232364,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
TH David,f1f99156,cricketdata::player_meta,892749,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
TH Wijewardene,6a6be119,cricketdata::player_meta,50987,Left hand Bat,Left arm Medium fast,,,false,cricsheet_id
Tilak Varma,b0482a1d,cricketdata::player_meta,1170265,Left hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
TK Curran,e86754b2,cricketdata::player_meta,550235,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
TL Seifert,4663bd23,cricketdata::player_meta,625964,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
TL Suman,aaa1b522,cricketdata::player_meta,34281,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
TM Dilshan,5bdcdb72,cricketdata::player_meta,48472,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
TM Head,12b610c2,cricketdata::player_meta,530011,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
TM Srivastava,a76d10ba,cricketdata::player_meta,35401,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
TP Sudhindra,2f3817ce,cricketdata::player_meta,34139,Left hand Bat,Right arm Fast,,,false,cricsheet_id
TR Birt,d2d4bb0a,cricketdata::player_meta,4292,Left hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,false,cricsheet_id
TS Mills,245c97cb,cricketdata::player_meta,459257,Right hand Bat,Left arm Fast,Bowler,Bowler,false,cricsheet_id
TU Deshpande,46a9bea1,cricketdata::player_meta,822553,Left hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
U Kaul,622cc511,cricketdata::player_meta,30235,Left hand Bat,,Wicketkeeper,Wicketkeeper,false,cricsheet_id
UA Birla,91b9300b,cricketdata::player_meta,262533,Right hand Bat,Right arm Medium,,,false,cricsheet_id
UBT Chand,0c94f480,cricketdata::player_meta,446499,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
UL Dubey,b2ef796b,cricketdata::player_meta,28116,,,,,false,cricsheet_id
Umar Gul,16dfcc19,cricketdata::player_meta,43524,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
Umran Malik,81c08fa3,cricketdata::player_meta,1246528,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Urvil Patel,cf59b3f0,cricketdata::player_meta,1131570,Right hand Bat,,,,false,cricsheet_id
UT Khawaja,331ea488,cricketdata::player_meta,215155,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
UT Yadav,cc1e8c68,cricketdata::player_meta,376116,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
UV Gandhe,43dd4011,cricketdata::player_meta,28768,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
V Kaverappa,d4d929b0,cricketdata::player_meta,1155262,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
V Kohli,ba607b88,cricketdata::player_meta,253802,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
V Narayan Kutty,4bacee3d,cricketdata::player_meta,31899,Right hand Bat,,,,false,cricsheet_id
V Nigam,5ffc0565,cricketdata::player_meta,1449074,Right-hand bat,Legbreak,,,false,cricsheet_id
V Pratap Singh,d718440b,cricketdata::player_meta,528967,Right hand Bat,Right arm Medium,,,false,cricsheet_id
V Puthur,1e030637,ipl.com,,Right-handed,Left-arm wrist spin,All-Rounder,All-Rounder,true,https://www.ipl.com/cricket/series/vignesh-puthur/ ; public sources conflict between wrist spin and orthodox but both imply spin family
V Sehwag,8ba8195d,cricketdata::player_meta,35263,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
V Shankar,0994d0ae,cricketdata::player_meta,477021,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
V Suryavanshi,470f446b,ipl.com,,Left Handed Bat,Slow left-arm spinner,Batsman,Batsman,false,https://www.ipl.com/cricket/series/vaibhav-sooryavanshi/
V Viyaskanth,03a83c50,cricketdata::player_meta,1153149,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
VA Kulkarni,8fe0c4f8,cricketdata::player_meta,391584,,,,,false,cricsheet_id
VD Nerurkar,8647d51d,cricketdata::player_meta,265853,,,,,false,cricsheet_id
VG Arora,7c3b3b78,cricketdata::player_meta,1209292,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
VH Zol,6dbcf855,cricketdata::player_meta,554699,Left hand Bat,Right arm Offbreak,,,false,cricsheet_id
Vijaykumar Vyshak,54e52590,cricketdata::player_meta,777815,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
Vinod Seshan,a3357a27,cricketdata::player_meta,723245,,,,,false,cricsheet_id
Virat Singh,26d76ad9,cricketdata::player_meta,720465,Left hand Bat,Legbreak Googly,Top order Batter,Top order Batter,false,cricsheet_id
Vishnu Vinod,0494fa6e,cricketdata::player_meta,732293,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
Vivrant Sharma,1b7b0fa7,cricketdata::player_meta,1252370,Left hand Bat,Legbreak Googly,,,false,cricsheet_id
VK Sharma,a7a49df4,cricketdata::player_meta,33933,Right hand Bat,,,,false,cricsheet_id
VM Bandiwadekar,e236db6b,cricketdata::player_meta,281112,,,,,false,cricsheet_id
VM Dhokre,67df71c9,cricketdata::player_meta,961265,,,,,false,cricsheet_id
VN Kulkarni,0b126008,cricketdata::player_meta,30302,,,,,false,cricsheet_id
VR Aaron,0a3d54b9,cricketdata::player_meta,360911,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
VR Iyer,a24be938,cricketdata::player_meta,851403,Left hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
VRV Singh,034b4b7d,cricketdata::player_meta,35281,Right hand Bat,Right arm Medium fast,,,false,cricsheet_id
VS Malik,5f26df4f,cricketdata::player_meta,31738,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
VS Yeligati,38f2c66c,cricketdata::player_meta,307448,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
VVS Laxman,de8cce37,cricketdata::player_meta,30750,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
VY Mahesh,93a17209,cricketdata::player_meta,31732,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
W Jaffer,619aa81f,cricketdata::player_meta,29646,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
W O'Rourke,cb9b8664,cricketdata::player_meta,1211825,Right hand Bat,Right arm Fast medium,,,false,cricsheet_id
WA Mota,3dba85c2,cricketdata::player_meta,31041,Right hand Bat,Right arm Medium,,,false,cricsheet_id
Washington Sundar,f19ccfad,cricketdata::player_meta,719715,Left hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
WD Parnell,3a60e0b5,cricketdata::player_meta,265564,Left hand Bat,Left arm Medium fast,Bowler,Bowler,false,cricsheet_id
WG Jacks,9caf69a1,cricketdata::player_meta,897549,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
WP Saha,fe11caa6,cricketdata::player_meta,279810,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
WPUJC Vaas,bcce309e,cricketdata::player_meta,50804,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
X Thalaivan Sargunam,1763bc6c,cricketdata::player_meta,319744,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
XC Bartlett,3b53243a,cricketdata::player_meta,1050545,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
Y Gnaneswara Rao,bae11797,cricketdata::player_meta,28830,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
Y Nagar,662c47a6,cricketdata::player_meta,317786,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
Y Prithvi Raj,cfa4bd2b,cricketdata::player_meta,1121579,Left hand Bat,Left arm Medium,Bowler,Bowler,false,cricsheet_id
Y Venugopal Rao,fe763256,cricketdata::player_meta,35805,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
YA Abdulla,4353bba5,cricketdata::player_meta,224367,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
Yash Dayal,7210d461,cricketdata::player_meta,1159720,Right hand Bat,Left arm Medium fast,Bowler,Bowler,false,cricsheet_id
Yash Thakur,4b31f3a3,cricketdata::player_meta,1070196,Right hand Bat,Right arm Medium,,,false,cricsheet_id
Yashpal Sharma,e22d7ccb,cricketdata::player_meta,36075,Right hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,false,cricsheet_id
Yashpal Singh,297b26da,cricketdata::player_meta,36130,Right hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
YBK Jaiswal,6c19c6e5,cricketdata::player_meta,1151278,Left hand Bat,Legbreak,Opening Batter,Opening Batter,false,cricsheet_id
YC Barde,b90f3346,cricketdata::player_meta,26861,Right hand Bat,Right arm Medium,,,false,cricsheet_id
YK Pathan,3c6ffae8,cricketdata::player_meta,32498,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
Younis Khan,33cb3411,cricketdata::player_meta,43652,Right hand Bat,"Right arm Medium, Legbreak",Middle order Batter,Middle order Batter,false,cricsheet_id
YS Chahal,57ee1fde,cricketdata::player_meta,430246,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
Yudhvir Singh,4885bbe6,cricketdata::player_meta,1206052,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
Yuvraj Singh,1c914163,cricketdata::player_meta,36084,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,Middle order Batter,false,cricsheet_id
YV Dhull,dd7e9b3b,cricketdata::player_meta,1292498,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
YV Takawale,4e04666c,cricketdata::player_meta,35357,Right hand Bat,,,,false,cricsheet_id
Z Khan,91a4a398,cricketdata::player_meta,30102,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
Zeeshan Ansari,36619795,cricketdata::player_meta,942371,Right hand Bat,Legbreak Googly,,,false,cricsheet_id
ZTA Ndamane,545cc6db,cricketdata::player_meta,46669,,,,,false,cricsheet_id
