player_name,player_name_key,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,batting_hand,bowling_style_canonical,bowling_style_family,role_canonical,is_keeper,is_bowling_option,is_spin_option,is_pace_option,needs_manual_review,notes
MC Henriques,mc henriques,32198ae0,cricketdata::player_meta,5961,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
MC Juneja,mc juneja,605b7efa,cricketdata::player_meta,390480,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
MD Mishra,md mishra,6afb26d6,cricketdata::player_meta,31028,Right hand Bat,Right arm Offbreak,Batter,Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
MD Shanaka,md shanaka,3ff033bb,cricketdata::player_meta,437316,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
MDKJ Perera,mdkj perera,f21043a5,cricketdata::player_meta,300631,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,left,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
MEK Hussey,mek hussey,48fd7349,cricketdata::player_meta,5939,Left hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
MF Maharoof,mf maharoof,ab89348d,cricketdata::player_meta,49638,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
MG Bracewell,mg bracewell,e38bce7a,cricketdata::player_meta,326968,Left hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,left,Right arm Offbreak,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
MG Johnson,mg johnson,f5180fe6,cricketdata::player_meta,6033,Left hand Bat,Left arm Fast,Bowler,Bowler,left,Left arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
MG Neser,mg neser,0164b064,cricketdata::player_meta,376169,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Bowling Allrounder,right,Right arm Medium fast,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
Milind Kumar,milind kumar,b4296080,cricketdata::player_meta,451947,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
Misbah-ul-Haq,misbahulhaq,7eae4418,cricketdata::player_meta,41378,Right hand Bat,Legbreak,Middle order Batter,Middle order Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
MJ Clarke,mj clarke,f842c2cf,cricketdata::player_meta,4578,Right hand Bat,Slow Left arm Orthodox,Middle order Batter,Middle order Batter,right,Slow Left arm Orthodox,spin,batter,false,true,true,false,false,cricsheet_id
MJ Guptill,mj guptill,2be41edb,cricketdata::player_meta,226492,Right hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
MJ Henry,mj henry,e84ac20c,cricketdata::player_meta,506612,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
MJ Lumb,mj lumb,11df3dc8,cricketdata::player_meta,16406,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
MJ McClenaghan,mj mcclenaghan,51a3c5ef,cricketdata::player_meta,319439,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
MJ Owen,mj owen,f2c936d7,cricketdata::player_meta,1213979,Right hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
MJ Santner,mj santner,e4a0deae,cricketdata::player_meta,502714,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Bowling Allrounder,left,Slow Left arm Orthodox,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
MJ Suthar,mj suthar,025c4400,cricketdata::player_meta,1175426,Left hand Bat,Slow Left arm Orthodox,,,left,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
MK Lomror,mk lomror,da934ee8,cricketdata::player_meta,853265,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
MK Pandey,mk pandey,93b4fc78,cricketdata::player_meta,290630,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
MK Tiwary,mk tiwary,26e5cabf,cricketdata::player_meta,35565,Right hand Bat,Legbreak Googly,Batter,Batter,right,Legbreak Googly,spin,batter,false,true,true,false,false,cricsheet_id
ML Hayden,ml hayden,d8699ab7,cricketdata::player_meta,5616,Left hand Bat,Right arm Medium,Opening Batter,Opening Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
MM Ali,mm ali,bb351c23,cricketdata::player_meta,8917,Left hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,left,Right arm Offbreak,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
MM Patel,mm patel,f0f628c7,cricketdata::player_meta,32965,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
MM Sharma,mm sharma,759ac88f,cricketdata::player_meta,537119,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
MN Samuels,mn samuels,f846de6a,cricketdata::player_meta,52983,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
MN van Wyk,mn van wyk,710dd98c,cricketdata::player_meta,47711,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper Batter,Wicketkeeper Batter,right,Slow Left arm Orthodox,spin,keeper_batter,true,true,true,false,false,cricsheet_id
Mohamad Rafi,mohamad rafi,0479de6b,cricketdata::player_meta,961285,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Mohammad Ashraful,mohammad ashraful,2bb09eb2,cricketdata::player_meta,55988,Right hand Bat,"Right arm Offbreak, Legbreak",Middle order Batter,Middle order Batter,right,"Right arm Offbreak, Legbreak",spin,batter,false,true,true,false,false,cricsheet_id
Mohammad Asif,mohammad asif,e03b66ec,cricketdata::player_meta,41411,Left hand Bat,Right arm Fast medium,Bowler,Bowler,left,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Mohammad Hafeez,mohammad hafeez,9ab63e7b,cricketdata::player_meta,41434,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
Mohammad Nabi,mohammad nabi,62af8546,cricketdata::player_meta,25913,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
Mohammed Shami,mohammed shami,8cf9814c,cricketdata::player_meta,481896,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
Mohammed Siraj,mohammed siraj,2f49c897,cricketdata::player_meta,940973,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
Mohit Rathee,mohit rathee,9a5f2863,cricketdata::player_meta,1349361,Right hand Bat,Legbreak,Allrounder,Allrounder,right,Legbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
Mohsin Khan,mohsin khan,c33d8116,cricketdata::player_meta,1132005,Left hand Bat,Left arm Medium fast,Bowler,Bowler,left,Left arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
Monu Kumar,monu kumar,fb24e76c,cricketdata::player_meta,694209,Right hand Bat,Right arm Medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
MP Breetzke,mp breetzke,35f173a0,cricketdata::player_meta,595267,Right hand Bat,,Batter,Batter,right,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
MP Stoinis,mp stoinis,d9273ee7,cricketdata::player_meta,325012,Right hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,right,Right arm Medium,pace,batting_all_rounder,false,true,false,true,false,cricsheet_id
MP Yadav,mp yadav,b1ad996b,cricketdata::player_meta,1292563,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
MR Benson,mr benson,790e14d3,cricketdata::player_meta,9074,Left hand Bat,Right arm Offbreak,,,left,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
MR Marsh,mr marsh,3d8feaf8,cricketdata::player_meta,272450,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
MR Singh,mr singh,5d58ac60,cricketdata::player_meta,34051,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
MS Bhandage,ms bhandage,e96801ea,cricketdata::player_meta,1057399,Left hand Bat,Right arm Medium fast,Allrounder,Allrounder,left,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
MS Bisla,ms bisla,5afd4539,cricketdata::player_meta,27280,Right hand Bat,,Wicketkeeper,Wicketkeeper,right,unknown,unknown,keeper,true,false,false,false,false,cricsheet_id
MS Dhoni,ms dhoni,4a8a2e3b,cricketdata::player_meta,28081,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Medium,pace,keeper_batter,true,true,false,true,false,cricsheet_id
MS Gony,ms gony,ae78bc32,cricketdata::player_meta,317293,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
MS Mahal,ms mahal,50a7e89b,cricketdata::player_meta,30886,Right hand Bat,Legbreak,,,right,Legbreak,spin,unknown,false,true,true,false,false,cricsheet_id
MS Wade,ms wade,afa7e784,cricketdata::player_meta,230193,Left hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,left,Right arm Medium,pace,keeper_batter,true,true,false,true,false,cricsheet_id
MSS Ranawat,mss ranawat,8048c698,cricketdata::player_meta,33614,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Mujeeb Ur Rahman,mujeeb ur rahman,7d92277a,cricketdata::player_meta,974109,Right hand Bat,Right arm Offbreak,Bowler,Bowler,right,Right arm Offbreak,spin,bowler,false,true,true,false,false,cricsheet_id
Mukesh Choudhary,mukesh choudhary,765a4731,cricketdata::player_meta,1125688,Left hand Bat,Left arm Medium,Bowler,Bowler,left,Left arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
Mukesh Kumar,mukesh kumar,2cffab74,cricketdata::player_meta,926851,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
Mustafizur Rahman,mustafizur rahman,0a8fce53,cricketdata::player_meta,330902,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
MV Boucher,mv boucher,f3cb53a1,cricketdata::player_meta,44111,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Medium,pace,keeper_batter,true,true,false,true,false,cricsheet_id
MV Saidharshan Kumar,mv saidharshan kumar,54b6007b,cricketdata::player_meta,777551,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
MW Brown,mw brown,d83d7796,cricketdata::player_meta,44397,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
MW Short,mw short,a90e53ec,cricketdata::player_meta,605575,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
N Burger,n burger,465aa633,cricketdata::player_meta,971349,Left hand Bat,Left arm Medium fast,Bowling Allrounder,Bowling Allrounder,left,Left arm Medium fast,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
N Jagadeesan,n jagadeesan,bd54eef5,cricketdata::player_meta,1048813,Right hand Bat,,Opening Batter,Opening Batter,right,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
N Pandit,n pandit,4947c258,cricketdata::player_meta,391525,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
N Pooran,n pooran,3241e3fd,cricketdata::player_meta,604302,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,left,Right arm Offbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
N Rana,n rana,fb2d1dda,cricketdata::player_meta,604527,Left hand Bat,"Right arm Medium, Right arm Offbreak",Middle order Batter,Middle order Batter,left,"Right arm Medium, Right arm Offbreak",spin,batter,false,true,true,false,false,cricsheet_id
N Saini,n saini,addbde6c,cricketdata::player_meta,274785,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
N Thushara,n thushara,ee1b6c27,cricketdata::player_meta,955235,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
N Wadhera,n wadhera,d1a60072,cricketdata::player_meta,1151273,Left hand Bat,Legbreak,Top order Batter,Top order Batter,left,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
NA Patwardhan,na patwardhan,e6ef687d,cricketdata::player_meta,32213,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
NA Saini,na saini,21d4e29b,cricketdata::player_meta,700167,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
Naman Dhir,naman dhir,fffa744b,cricketdata::player_meta,1287032,Right-hand bat,Right-arm offbreak,,,right,Right-arm offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
Navdeep Saini,navdeep saini,21d4e29b,cricketdata::player_meta,700167,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
Navdeep Singh,navdeep singh,a3e3d8a4,cricketdata::player_meta,31805,Right hand Bat,Slow Left arm Orthodox,,,right,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
Naveen-ul-Haq,naveenulhaq,c0c411cb,cricketdata::player_meta,793447,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
NB Singh,nb singh,b822e99c,cricketdata::player_meta,853259,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
ND Doshi,nd doshi,6ec424a9,cricketdata::player_meta,12440,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,right,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
Niraj Patel,niraj patel,a2870fb7,cricketdata::player_meta,32240,Left hand Bat,,Allrounder,Allrounder,left,unknown,unknown,all_rounder,false,false,false,false,false,cricsheet_id
Nithish Kumar Reddy,nithish kumar reddy,aad0c365,cricketdata::player_meta,1175496,Right hand Bat,Right arm Medium fast,Batting Allrounder,Batting Allrounder,right,Right arm Medium fast,pace,batting_all_rounder,false,true,false,true,false,cricsheet_id
Nitin Menon,nitin menon,e1d41d9e,cricketdata::player_meta,30988,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
NJ Llong,nj llong,573fb985,cricketdata::player_meta,16314,Left hand Bat,Right arm Offbreak,,,left,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
NJ Maddinson,nj maddinson,44afbf2d,cricketdata::player_meta,333780,Left hand Bat,Slow Left arm Orthodox,Opening Batter,Opening Batter,left,Slow Left arm Orthodox,spin,batter,false,true,true,false,false,cricsheet_id
NJ Rimmington,nj rimmington,6042bf26,cricketdata::player_meta,7443,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
NL McCullum,nl mccullum,5673a3fc,cricketdata::player_meta,37749,Right hand Bat,Right arm Offbreak,Bowler,Bowler,right,Right arm Offbreak,spin,bowler,false,true,true,false,false,cricsheet_id
NLTC Perera,nltc perera,0f12f9df,cricketdata::player_meta,233514,Left hand Bat,Right arm Medium fast,Bowling Allrounder,Bowling Allrounder,left,Right arm Medium fast,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
NM Coulter-Nile,nm coulternile,56ab442f,cricketdata::player_meta,261354,Right hand Bat,Right arm Fast,Bowling Allrounder,Bowling Allrounder,right,Right arm Fast,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
Noor Ahmad,noor ahmad,efc04be7,cricketdata::player_meta,1182529,Right hand Bat,Left arm Wrist spin,Bowler,Bowler,right,Left arm Wrist spin,spin,bowler,false,true,true,false,false,cricsheet_id
NS Naik,ns naik,aedc3b7c,cricketdata::player_meta,554700,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
NT Ellis,nt ellis,9eb1455b,cricketdata::player_meta,826915,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
NV Ojha,nv ojha,890946a0,cricketdata::player_meta,32102,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
O Thomas,o thomas,c6097d68,cricketdata::player_meta,914567,Left hand Bat,Right arm Fast,Bowler,Bowler,left,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
OA Shah,oa shah,7bf96684,cricketdata::player_meta,20123,Right hand Bat,Right arm Offbreak,Batter,Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
OC McCoy,oc mccoy,529eb9e0,cricketdata::player_meta,906783,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
OF Smith,of smith,23cca426,cricketdata::player_meta,820691,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
P Amarnath,p amarnath,6ad3a659,cricketdata::player_meta,290629,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
P Awana,p awana,1a0c3177,cricketdata::player_meta,323131,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
P Chopra,p chopra,8ac93ca2,cricketdata::player_meta,500135,Right hand Bat,Legbreak Googly,Opening Batter,Opening Batter,right,Legbreak Googly,spin,batter,false,true,true,false,false,cricsheet_id
P Dharmani,p dharmani,eaa90ab4,cricketdata::player_meta,28067,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
P Dogra,p dogra,2728e7e9,cricketdata::player_meta,28160,Right hand Bat,Legbreak,Batter,Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
P Dubey,p dubey,ed5a5510,cricketdata::player_meta,777515,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
P Joshi,p joshi,ffc0e370,cricketdata::player_meta,961273,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
P Kumar,p kumar,e938e1bc,cricketdata::player_meta,30732,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
P Negi,p negi,f62772e5,cricketdata::player_meta,530773,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,left,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
P Nissanka,p nissanka,8ee36b18,cricketdata::player_meta,1028655,Right hand Bat,,Top order Batter,Top order Batter,right,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
P Parameswaran,p parameswaran,0c432afb,cricketdata::player_meta,279562,Right hand Bat,Left arm Medium,,,right,Left arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
P Prasanth,p prasanth,ddb00822,cricketdata::player_meta,32211,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
P Ray Barman,p ray barman,441c72ae,cricketdata::player_meta,1159712,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
P Sahu,p sahu,9a0146b3,cricketdata::player_meta,34155,Right hand Bat,Legbreak Googly,Allrounder,Allrounder,right,Legbreak Googly,spin,all_rounder,false,true,true,false,false,cricsheet_id
P Simran Singh,p simran singh,9418198b,cricketdata::player_meta,1161024,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
P Suyal,p suyal,cedc1d9a,cricketdata::player_meta,431213,Right hand Bat,Left arm Medium,Bowler,Bowler,right,Left arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
PA Patel,pa patel,b5da6c24,cricketdata::player_meta,32242,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,left,Right arm Offbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
PA Reddy,pa reddy,2461eef2,cricketdata::player_meta,376109,Right hand Bat,Legbreak,Opening Batter,Opening Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
Pankaj Singh,pankaj singh,e32d22f6,cricketdata::player_meta,32973,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
Parvez Rasool,parvez rasool,9170ff49,cricketdata::player_meta,378496,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,right,Right arm Offbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
PBB Rajapaksa,pbb rajapaksa,6c882e9a,cricketdata::player_meta,342619,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
PC Valthaty,pc valthaty,25eeb281,cricketdata::player_meta,35630,Right hand Bat,Right arm Medium,Batter,Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
PD Collingwood,pd collingwood,a386e91b,cricketdata::player_meta,10772,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
PD Salt,pd salt,3d284ca3,cricketdata::player_meta,669365,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Offbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
PG Pathak,pg pathak,9f772ec5,cricketdata::player_meta,390895,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
PH Solanki,ph solanki,c695b423,cricketdata::player_meta,1252337,Right hand Bat,Legbreak,Bowler,Bowler,right,Legbreak,spin,bowler,false,true,true,false,false,cricsheet_id
PHKD Mendis,phkd mendis,08548b13,cricketdata::player_meta,784373,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",Allrounder,Allrounder,left,"Right arm Offbreak, Slow Left arm Orthodox",spin,all_rounder,false,true,true,false,false,cricsheet_id
PJ Cummins,pj cummins,ded9240e,cricketdata::player_meta,489889,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
PJ Sangwan,pj sangwan,9fc0ef64,cricketdata::player_meta,279545,Right hand Bat,Left arm Medium,Bowler,Bowler,right,Left arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
PK Garg,pk garg,bb965e9a,cricketdata::player_meta,1070180,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
PK Khakhar,pk khakhar,b7cad41f,cricketdata::player_meta,30072,Right hand Bat,Slow Left arm Orthodox,,,right,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
PM Joshi,pm joshi,0dcc9a8c,cricketdata::player_meta,1162437,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
PM Sarvesh Kumar,pm sarvesh kumar,4b4d1957,cricketdata::player_meta,327127,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
PN Mankad,pn mankad,663b5e34,cricketdata::player_meta,956871,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
PP Chawla,pp chawla,98ae73b1,cricketdata::player_meta,32966,Left hand Bat,Legbreak,Bowling Allrounder,Bowling Allrounder,left,Legbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
PP Ojha,pp ojha,6c6591ab,cricketdata::player_meta,32130,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,left,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
PP Shaw,pp shaw,8b3e9c7c,cricketdata::player_meta,1070168,Right hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
PR Reiffel,pr reiffel,c9354f29,cricketdata::player_meta,7326,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
PR Shah,pr shah,0aadc906,cricketdata::player_meta,34282,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
PR Veer,pr veer,e148e6bd,cricketdata::player_meta,1403197,Right-hand bat,Slow left-arm orthodox,,,right,Slow left-arm orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
Prakash Bhatt,prakash bhatt,f848ab0b,cricketdata::player_meta,26923,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Premdip Chatterjee,premdip chatterjee,489fb760,cricketdata::player_meta,560278,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Prince Yadav,prince yadav,80b2fb19,cricketdata::player_meta,1350768,Right-hand bat,Right-arm fast,,,right,Right-arm fast,pace,unknown,false,true,false,true,false,cricsheet_id
Priyansh Arya,priyansh arya,b5797845,cricketdata::player_meta,1175456,Left hand Bat,Right arm Offbreak,,,left,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
PSP Handscomb,psp handscomb,ada15e88,cricketdata::player_meta,334337,Right hand Bat,,Batter,Batter,right,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
PV Tambe,pv tambe,6aed7e79,cricketdata::player_meta,587152,Right hand Bat,Legbreak,Bowler,Bowler,right,Legbreak,spin,bowler,false,true,true,false,false,cricsheet_id
PVD Chameera,pvd chameera,327b58d3,cricketdata::player_meta,552152,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
