player_name,player_name_key,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,batting_hand,bowling_style_canonical,bowling_style_family,role_canonical,is_keeper,is_bowling_option,is_spin_option,is_pace_option,needs_manual_review,notes
BE Hendricks,be hendricks,b56dc5f7,cricketdata::player_meta,379927,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
BF Bowden,bf bowden,efc0a862,cricketdata::player_meta,36339,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
BG Jerling,bg jerling,26457e41,cricketdata::player_meta,45726,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Bhavesh Patel,bhavesh patel,ee03dc30,cricketdata::player_meta,1344419,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
Bipul Sharma,bipul sharma,c18496e1,cricketdata::player_meta,35928,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
BJ Haddin,bj haddin,b0c772ee,cricketdata::player_meta,5560,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
BJ Hodge,bj hodge,b57f8a9a,cricketdata::player_meta,5674,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
BJ Rohrer,bj rohrer,27af6414,cricketdata::player_meta,7547,Left hand Bat,,Middle order Batter,Middle order Batter,left,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
BK Ravi,bk ravi,ff8c3cfb,cricketdata::player_meta,30712,Right hand Bat,Left arm Medium,,,right,Left arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
BKG Mendis,bkg mendis,5d1e7582,cricketdata::player_meta,629074,Right hand Bat,Legbreak,Wicketkeeper Batter,Wicketkeeper Batter,right,Legbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
BMAJ Mendis,bmaj mendis,9868bc75,cricketdata::player_meta,49700,Left hand Bat,Legbreak,Allrounder,Allrounder,left,Legbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
BNJ Oxenford,bnj oxenford,c1add349,cricketdata::player_meta,7029,Right hand Bat,Legbreak Googly,,,right,Legbreak Googly,spin,unknown,false,true,true,false,false,cricsheet_id
BR Doctrove,br doctrove,cbebf805,cricketdata::player_meta,51662,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
BR Dunk,br dunk,272d796e,cricketdata::player_meta,388678,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,left,Right arm Offbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
BR Sharath,br sharath,c2dd89ea,cricketdata::player_meta,917231,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
BW Hilfenhaus,bw hilfenhaus,f3171936,cricketdata::player_meta,5941,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
C Bosch,c bosch,172dff15,cricketdata::player_meta,594322,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
C Connolly,c connolly,fe366f34,cricketdata::player_meta,1210488,Left hand Bat,Slow Left arm Orthodox,Top order Batter,Top order Batter,left,Slow Left arm Orthodox,spin,batter,false,true,true,false,false,cricsheet_id
C de Grandhomme,c de grandhomme,94d7f855,cricketdata::player_meta,55395,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
C Ganapathy,c ganapathy,798934ea,cricketdata::player_meta,28764,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
C Green,c green,eaa76d3c,cricketdata::player_meta,1076713,Right hand Bat,Right arm Fast medium,Batting Allrounder,Batting Allrounder,right,Right arm Fast medium,pace,batting_all_rounder,false,true,false,true,false,cricsheet_id
C Madan,c madan,2eeb4370,cricketdata::player_meta,31104,Right hand Bat,,Wicketkeeper,Wicketkeeper,right,unknown,unknown,keeper,true,false,false,false,false,cricsheet_id
C Munro,c munro,af2c687b,cricketdata::player_meta,232359,Left hand Bat,Right arm Medium fast,Opening Batter,Opening Batter,left,Right arm Medium fast,pace,batter,false,true,false,true,false,cricsheet_id
C Nanda,c nanda,f24ca2ba,cricketdata::player_meta,32093,Right hand Bat,Legbreak,,,right,Legbreak,spin,unknown,false,true,true,false,false,cricsheet_id
C Sakariya,c sakariya,2cdce1be,cricketdata::player_meta,1131754,Left hand Bat,Left arm Medium fast,Bowler,Bowler,left,Left arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
C Shamshuddin,c shamshuddin,0f9d921b,cricketdata::player_meta,340535,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
CA Ingram,ca ingram,c995d726,cricketdata::player_meta,45705,Left hand Bat,Legbreak,Top order Batter,Top order Batter,left,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
CA Lynn,ca lynn,45eda7c8,cricketdata::player_meta,326637,Right hand Bat,Slow Left arm Orthodox,Batter,Batter,right,Slow Left arm Orthodox,spin,batter,false,true,true,false,false,cricsheet_id
CA Pujara,ca pujara,d4f9dbd4,cricketdata::player_meta,32540,Right hand Bat,Legbreak,Top order Batter,Top order Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
CB Gaffaney,cb gaffaney,d5ac41d8,cricketdata::player_meta,37097,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
CH Gayle,ch gayle,db584dad,cricketdata::player_meta,51880,Left hand Bat,Right arm Offbreak,Allrounder,Allrounder,left,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
CH Lloyd,ch lloyd,5b445db0,cricketdata::player_meta,52345,Left hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
CH Morris,ch morris,fb66ce1f,cricketdata::player_meta,439952,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
Chinmay Sharma,chinmay sharma,83250fea,cricketdata::player_meta,34631,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
Chirra Ravikanthreddy,chirra ravikanthreddy,8b680f55,cricketdata::player_meta,391442,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
CJ Anderson,cj anderson,8abdf100,cricketdata::player_meta,277662,Left hand Bat,Left arm Medium fast,Batting Allrounder,Batting Allrounder,left,Left arm Medium fast,pace,batting_all_rounder,false,true,false,true,false,cricsheet_id
CJ Dala,cj dala,1cb14aa4,cricketdata::player_meta,545467,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
CJ Ferguson,cj ferguson,9b4935c8,cricketdata::player_meta,5236,Right hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
CJ Green,cj green,19b9f399,cricketdata::player_meta,787073,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,right,Right arm Offbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
CJ Jordan,cj jordan,ffe699c0,cricketdata::player_meta,288992,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
CJ McKay,cj mckay,94eac556,cricketdata::player_meta,6903,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
CK Kapugedera,ck kapugedera,cfad138c,cricketdata::player_meta,209457,Right hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
CK Langeveldt,ck langeveldt,d1c94b25,cricketdata::player_meta,45963,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
CK Nandan,ck nandan,012de9c4,cricketdata::player_meta,31919,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
CL White,cl white,d0513f63,cricketdata::player_meta,8291,Right hand Bat,Legbreak Googly,Middle order Batter,Middle order Batter,right,Legbreak Googly,spin,batter,false,true,true,false,false,cricsheet_id
CM Gautam,cm gautam,30a2649b,cricketdata::player_meta,302208,Right hand Bat,,Wicketkeeper,Wicketkeeper,right,unknown,unknown,keeper,true,false,false,false,false,cricsheet_id
CR Brathwaite,cr brathwaite,e342e5fb,cricketdata::player_meta,457249,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
CR Woakes,cr woakes,4c5d73db,cricketdata::player_meta,247235,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
CRD Fernando,crd fernando,342d8ade,cricketdata::player_meta,48835,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
CV Varun,cv varun,5b7ab5a9,cricketdata::player_meta,1108375,Right hand Bat,Legbreak Googly,Bowler,Bowler,right,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
D Brevis,d brevis,844e79d1,cricketdata::player_meta,1070665,Right hand Bat,Legbreak,Batting Allrounder,Batting Allrounder,right,Legbreak,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
D du Preez,d du preez,d7a57f75,cricketdata::player_meta,44938,Right hand Bat,Right arm Fast medium,,,right,Right arm Fast medium,pace,unknown,false,true,false,true,false,cricsheet_id
D Ferreira,d ferreira,f0af99a7,cricketdata::player_meta,698315,Right hand Bat,,Allrounder,Allrounder,right,unknown,unknown,all_rounder,false,false,false,false,false,cricsheet_id
D Govindjee,d govindjee,8b4c4069,cricketdata::player_meta,45356,Left hand Bat,Slow Left arm Orthodox,,,left,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
D Jansen,d jansen,8dc152d1,cricketdata::player_meta,595954,Right hand Bat,Left arm Fast,Bowler,Bowler,right,Left arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
D Kalyankrishna,d kalyankrishna,94bc776b,cricketdata::player_meta,30719,Right hand Bat,Right arm Medium fast,,,right,Right arm Medium fast,pace,unknown,false,true,false,true,false,cricsheet_id
D Padikkal,d padikkal,2c25d4f5,cricketdata::player_meta,1119026,Left hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
D Pretorius,d pretorius,11614d87,cricketdata::player_meta,327830,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Bowling Allrounder,right,Right arm Medium fast,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
D Salunkhe,d salunkhe,0264c10e,cricketdata::player_meta,278482,Right hand Bat,Legbreak,Bowler,Bowler,right,Legbreak,spin,bowler,false,true,true,false,false,cricsheet_id
D Wiese,d wiese,aa8d28ae,cricketdata::player_meta,221140,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
DA Miller,da miller,d67d5f00,cricketdata::player_meta,321777,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
DA Payne,da payne,6c79c098,cricketdata::player_meta,362710,Right hand Bat,Left arm Fast medium,Bowler,Bowler,right,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
DA Warner,da warner,dcce6f09,cricketdata::player_meta,219889,Left hand Bat,Legbreak,Opening Batter,Opening Batter,left,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
DAJ Bracewell,daj bracewell,2e9fdf9b,cricketdata::player_meta,362541,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
DB Das,db das,7050a1e7,cricketdata::player_meta,328163,Right hand Bat,Legbreak Googly,Top order Batter,Top order Batter,right,Legbreak Googly,spin,batter,false,true,true,false,false,cricsheet_id
DB Ravi Teja,db ravi teja,b720a5d6,cricketdata::player_meta,237701,Right hand Bat,Legbreak Googly,Batter,Batter,right,Legbreak Googly,spin,batter,false,true,true,false,false,cricsheet_id
DC Boon,dc boon,e79a1fe3,cricketdata::player_meta,4169,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
DE Bollinger,de bollinger,45c2196c,cricketdata::player_meta,4508,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
DG Nalkande,dg nalkande,cd8d2859,cricketdata::player_meta,1111917,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
DH Yagnik,dh yagnik,063b3673,cricketdata::player_meta,36071,Left hand Bat,,Wicketkeeper,Wicketkeeper,left,unknown,unknown,keeper,true,false,false,false,false,cricsheet_id
Dhruv Jurel,dhruv jurel,bcf325d2,cricketdata::player_meta,1175488,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
DJ Bravo,dj bravo,87e562a9,cricketdata::player_meta,51439,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
DJ Harper,dj harper,0ec08b27,cricketdata::player_meta,5578,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
DJ Harris,dj harris,39f82db3,cricketdata::player_meta,5583,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
DJ Hooda,dj hooda,73ad96ed,cricketdata::player_meta,497121,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
DJ Hussey,dj hussey,fd835ab3,cricketdata::player_meta,5766,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
DJ Jacobs,dj jacobs,a84468fe,cricketdata::player_meta,45782,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Medium,pace,keeper_batter,true,true,false,true,false,cricsheet_id
DJ Malan,dj malan,ad9c32a2,cricketdata::player_meta,236489,Left hand Bat,Legbreak,Top order Batter,Top order Batter,left,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
DJ Mitchell,dj mitchell,eade4650,cricketdata::player_meta,381743,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
DJ Muthuswami,dj muthuswami,2c76b512,cricketdata::player_meta,528985,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
DJ Thornely,dj thornely,7d3937ed,cricketdata::player_meta,8002,Right hand Bat,"Right arm Medium, Right arm Offbreak",Top order Batter,Top order Batter,right,"Right arm Medium, Right arm Offbreak",spin,batter,false,true,true,false,false,cricsheet_id
DJ Willey,dj willey,7f048519,cricketdata::player_meta,308251,Left hand Bat,Left arm Fast medium,Bowling Allrounder,Bowling Allrounder,left,Left arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
DJG Sammy,djg sammy,c03c6200,cricketdata::player_meta,53115,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
DJM Short,djm short,1a156c88,cricketdata::player_meta,308798,Left hand Bat,Left arm Wrist spin,Opening Batter,Opening Batter,left,Left arm Wrist spin,spin,batter,false,true,true,false,false,cricsheet_id
DL Chahar,dl chahar,23eeb873,cricketdata::player_meta,447261,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
DL Vettori,dl vettori,d7c6af50,cricketdata::player_meta,38710,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
DM Bravo,dm bravo,14b14cd8,cricketdata::player_meta,277472,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,left,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
DNT Zoysa,dnt zoysa,e0351c86,cricketdata::player_meta,51050,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
DP Conway,dp conway,df5a6881,cricketdata::player_meta,379140,Left hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,left,Right arm Medium,pace,keeper_batter,true,true,false,true,false,cricsheet_id
DP Nannes,dp nannes,c404f58a,cricketdata::player_meta,6981,Right hand Bat,Left arm Fast,Bowler,Bowler,right,Left arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
DP Vijaykumar,dp vijaykumar,acd4f5dc,cricketdata::player_meta,272949,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
DPMD Jayawardene,dpmd jayawardene,d18f9182,cricketdata::player_meta,49289,Right hand Bat,Right arm Medium,Batter,Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
DR Martyn,dr martyn,69762509,cricketdata::player_meta,6513,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
